candidate_id,same_theta_nearest_candidate,same_theta_distance,same_theta_numerically_equivalent,numerical_tolerance,noise_resolution_threshold,cross_theta_scope,cross_theta_profile_distance,cross_theta_template_i,cross_theta_template_j,same_theta_complex_distance,same_theta_magnitude_distance,same_theta_phase_distance_rad,cross_theta_complex_distance,cross_theta_magnitude_distance,cross_theta_phase_distance_rad,cross_theta_numerically_equivalent,source_formal_experiment_hash
R21C_001,R21C_077,0.0021973650226919,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00131559400023573,81,74,0.0021973650226919,0.0018054284928809,0.00712668408046736,0.00131559400023795,0.000936316816051828,0.00614743601986371,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_002,R21C_070,0.00426256088078692,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0118546347630286,171,55,0.0236502991866392,0.0163374569435199,0.0583497395890123,0.0118546347630295,0.00742581710955781,0.0461829607847813,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_003,R21C_059,0.00661973054973796,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0016213025549791,9,3,0.00661973054973796,0.00272486281257528,0.0224139600740445,0.00162130255496259,0.00135531686879679,0.00283180288940127,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_004,R21C_006,0.00396038174490684,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00165121837498104,107,183,0.00396038174490684,0.000489125192594752,0.088520075058652,0.00165121837497843,0.00100120184804605,0.0182591990553393,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_005,R21C_002,0.0236502991866392,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0118546347630286,171,55,0.0236502991866392,0.0163374569435199,0.0583497395890123,0.0118546347630295,0.00742581710955781,0.0461829607847813,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_006,R21C_004,0.00396038174490684,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00165121837498104,107,183,0.00396038174490684,0.000489125192594752,0.088520075058652,0.00165121837497843,0.00100120184804605,0.0182591990553393,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_007,R21C_078,0.016285605635503,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00365131762807735,9,66,0.016285605635503,0.0147692094455025,0.0403760211535465,0.00365131762807738,0.00263692501270812,0.0180580938402184,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_008,R21C_057,0.0329114986609263,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00882619325698505,75,240,0.0329114986609263,0.0288477196697225,0.0568328421872225,0.00882619325698475,0.00543519069876735,0.0164870502074911,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_009,R21C_066,0.0037911447128821,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00224602681347591,35,60,0.0037911447128821,0.00201748720320749,0.0626249602640863,0.00224602681347806,0.00200759972548666,0.0175604490476117,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_010,R21C_067,0.00446223526686254,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00266127289007637,88,191,0.00446223526686254,0.00197751430353206,0.0622640143509645,0.00266127289007715,0.00210834025914152,0.0191139311301701,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_011,R21C_068,0.00965738350644372,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00458973997787121,86,66,0.00965738350644372,0.00261618114860281,0.0668356359976981,0.00458973997787677,0.00313692766561079,0.0123724621314323,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_012,R21C_018,0.00424300580061619,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00273976079927096,144,219,0.00424300580061619,0.00339307783409601,0.0138010256855486,0.00273976079926678,0.00184405223611408,0.00967985832806164,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_013,R21C_061,0.0296290274400151,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00930783398277878,108,64,0.0296290274400151,0.0260393042434309,0.0539563958418966,0.00930783398278204,0.00462373897113675,0.0634687515277217,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_014,R21C_022,0.00952888535740194,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0108404821987023,19,162,0.0120313163970837,0.0107028811865627,0.0253882477854487,0.0108404821987002,0.00911830497397118,0.0200147763610637,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_015,R21C_077,0.00403928169815561,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00115192518539144,210,104,0.00403928169815561,0.00349764355337172,0.00949755583446343,0.00115192518537799,0.000753919451292245,0.00481375811697432,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_016,R21C_018,0.00351668154748056,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00223348850009144,28,141,0.00372149335471022,0.00288516464248593,0.0145867143954279,0.00223348850009983,0.00157857972280365,0.00753379354633688,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_017,R21C_040,0.00245675859922012,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00168709296392251,58,55,0.00245675859922012,0.00159982754702056,0.00888615123661736,0.00168709296389794,0.00158267734492705,0.00173904912713578,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_018,R21C_016,0.00351668154748056,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0041339491151194,46,159,0.00623221667665977,0.00350297812035175,0.0214070247052983,0.00413394911510683,0.00401179057420058,0.00462766026137666,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_019,R21C_059,0.0063710436295488,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0024650429513309,61,55,0.0063710436295488,0.0037609411097274,0.0202976109738726,0.00246504295131619,0.00190421500162607,0.00626629977637014,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_020,R21C_038,0.0031920077969053,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00963593665016733,97,81,0.0137044639913178,0.0115490605611311,0.0277304645517892,0.00963593665016964,0.00805512002082593,0.0179863411561032,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_021,R21C_025,0.00692421949532452,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00345478799591977,8,192,0.00696502927732527,0.0048595032973034,0.0247074347767031,0.00345478799592449,0.00239416402288203,0.0139243308868595,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_022,R21C_081,0.00226189991584512,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.000871561422553893,207,200,0.00226189991584512,0.0013629465003736,0.00694534474426452,0.000871561422624737,0.000642584191177523,0.00405123380852825,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_023,R21C_060,0.0172966656268697,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0067322057134505,89,66,0.0172966656268697,0.0141394364680326,0.0901970175574061,0.0067322057134491,0.00432574033252639,0.036171026915298,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_024,R21C_021,0.00696502927732527,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00345478799591977,8,192,0.00696502927732527,0.0048595032973034,0.0247074347767031,0.00345478799592449,0.00239416402288203,0.0139243308868595,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_025,R21C_021,0.00692421949532452,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00313326645236887,173,54,0.00692421949532452,0.00276342925611952,0.0505023487104842,0.00313326645237084,0.00170579629536356,0.0154957444703444,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_026,R21C_062,0.0105731679143326,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0118478628057943,178,155,0.0161904632860703,0.0136841189783816,0.0409650843167778,0.0118478628057934,0.0080690451079963,0.0428039197124996,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_027,R21C_014,0.00965274787077626,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00723687929019455,19,129,0.00965274787077626,0.00604758232730741,0.0456676376072473,0.00723687929019178,0.00656596680022553,0.0195098053737145,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_028,R21C_083,0.0034657955338248,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00217106464270997,126,16,0.0034657955338248,0.00211764732773673,0.0175240460476902,0.00217106464270117,0.00122007698924934,0.0112741211716585,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_029,R21C_085,0.00724579406567745,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00167837984959184,144,138,0.00724579406567745,0.00211583676342205,0.02341874500609,0.00167837984957221,0.00103785736694892,0.00368976389463775,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_030,R21C_032,0.00553967470831299,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00282817758209621,106,182,0.00553967470831299,0.000591445454189844,0.0879816171039795,0.00282817758209667,0.00164108140835761,0.0260098678820373,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_031,R21C_087,0.0289247332915138,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00551954128651375,23,127,0.0393186438797335,0.0308071422691142,0.0786220280344546,0.00551954128651249,0.00452463929537377,0.00768748900487572,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_032,R21C_030,0.00553967470831299,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00282817758209621,106,182,0.00553967470831299,0.000591445454189844,0.0879816171039795,0.00282817758209667,0.00164108140835761,0.0260098678820373,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_033,R21C_051,0.0284901289116258,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0212956722754208,102,25,0.0284901289116258,0.00618166616743207,0.243605990488684,0.0212956722754208,0.0122509596906282,0.145958711298597,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_034,R21C_055,0.0706728764025417,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00804724988190851,82,18,0.0706728764025418,0.0514021019429223,0.107098906410721,0.00804724988190015,0.00417430795324151,0.0146314099229843,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_035,R21C_050,0.029060103546294,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0138241029642801,107,75,0.029060103546294,0.00823030558605962,0.136419190253074,0.0138241029642781,0.0099379450198615,0.0409230294691042,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_036,R21C_052,0.000924948714858588,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00092494871485851,1,1,0.000924948714858588,0.000675547715650711,0.0024281296730268,0.000924948714858588,0.000675547715650711,0.0024281296730268,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_037,R21C_053,0.0374132641546347,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.035054446650415,55,28,0.0374132641546347,0.0190644041145088,0.0471543422653844,0.0350544466504146,0.0201383426195664,0.0420024232285839,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_038,R21C_020,0.0031920077969053,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00234068769227135,192,72,0.00819270301843926,0.00403061199380826,0.0338301944171849,0.00234068769229181,0.0020804672311478,0.00413706309325703,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_039,R21C_016,0.00372149335471022,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00168726530371221,83,89,0.00484005435649775,0.00183935036726197,0.030431098792034,0.00168726530371424,0.00110201056477572,0.0103668237776169,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_040,R21C_017,0.00245675859922012,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00202491428059434,45,165,0.0055791178853341,0.00206324949152691,0.0249499409368934,0.00202491428059709,0.00105754369136912,0.00524115235763619,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_041,R21C_020,0.0137044639913178,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00963593665016733,97,81,0.0137044639913178,0.0115490605611311,0.0277304645517892,0.00963593665016964,0.00805512002082593,0.0179863411561032,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_042,R21C_044,0.00473002546644772,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00164885666179159,220,225,0.0116873139825755,0.00971502680957939,0.0140706237596219,0.00164885666179708,0.0010512295937076,0.00474887369169144,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_043,R21C_065,0.00311212288144443,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00311212288149087,1,1,0.00311212288144443,0.000942366689507022,0.0070045684567053,0.00311212288144443,0.000942366689507022,0.0070045684567053,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_044,R21C_042,0.00473002546644772,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00283185474135754,237,210,0.00473002546644772,0.00281279035220676,0.0187058772620503,0.00283185474137588,0.00184996547697117,0.0052129079840918,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_045,R21C_056,0.00143137265043535,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00143137265043514,1,1,0.00143137265043535,0.000683061346033219,0.00303698420068219,0.00143137265043535,0.000683061346033219,0.00303698420068219,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_046,R21C_065,0.0146492922145546,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00172360268743526,2,3,0.0146492922145546,0.0103064378250454,0.0200783111726415,0.00172360268743424,0.000841102359438323,0.00367583616977906,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_047,R21C_042,0.0116873139825755,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00164885666179159,220,225,0.0116873139825755,0.00971502680957939,0.0140706237596219,0.00164885666179708,0.0010512295937076,0.00474887369169144,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_048,R21C_086,0.00404146884560975,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00315526900825319,60,57,0.00404146884560975,0.00271029508651753,0.0112757412003718,0.00315526900824393,0.00262969339662837,0.00597143529215706,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_049,R21C_063,0.0214659035991303,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00670640782709514,79,228,0.0214659035991303,0.0104179979902398,0.0946034506691929,0.00670640782710313,0.00388281868425894,0.0228100054936388,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_050,R21C_080,0.0140984070863562,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00287597641783097,163,170,0.0140984070863562,0.0130591163536937,0.0250677262526864,0.00287597641783687,0.00245027731608959,0.00792163873309413,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_051,R21C_033,0.0284901289116258,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0212956722754208,102,25,0.0284901289116258,0.00618166616743207,0.243605990488684,0.0212956722754208,0.0122509596906282,0.145958711298597,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_052,R21C_036,0.000924948714858588,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00092494871485851,1,1,0.000924948714858588,0.000675547715650711,0.0024281296730268,0.000924948714858588,0.000675547715650711,0.0024281296730268,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_053,R21C_037,0.0374132641546347,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.035054446650415,55,28,0.0374132641546347,0.0190644041145088,0.0471543422653844,0.0350544466504146,0.0201383426195664,0.0420024232285839,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_054,R21C_031,0.0393186438797335,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00551954128651375,23,127,0.0393186438797335,0.0308071422691142,0.0786220280344546,0.00551954128651249,0.00452463929537377,0.00768748900487572,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_055,R21C_034,0.0706728764025417,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00804724988190851,82,18,0.0706728764025418,0.0514021019429223,0.107098906410721,0.00804724988190015,0.00417430795324151,0.0146314099229843,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_056,R21C_045,0.00143137265043535,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00143137265043514,1,1,0.00143137265043535,0.000683061346033219,0.00303698420068219,0.00143137265043535,0.000683061346033219,0.00303698420068219,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_057,R21C_014,0.0120313163970837,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0108404821987023,19,162,0.0120313163970837,0.0107028811865627,0.0253882477854487,0.0108404821987002,0.00911830497397118,0.0200147763610637,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_058,R21C_084,0.0132783650201146,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00180102468529835,78,80,0.0132783650201146,0.00899565956831891,0.0351654662877735,0.00180102468532343,0.00120884232072123,0.00335969691519705,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_059,R21C_071,0.0029903896698732,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00174344722090297,223,217,0.0029903896698732,0.00182165747584556,0.00864442366378044,0.00174344722088066,0.000741436876768223,0.00452993823624378,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_060,R21C_061,0.00977685122143609,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00173314304222297,179,48,0.00977685122143609,0.00211701513327605,0.0756682298357351,0.00173314304222234,0.00163271000935852,0.00379257309001261,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_061,R21C_060,0.00977685122143609,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00173314304222297,179,48,0.00977685122143609,0.00211701513327605,0.0756682298357351,0.00173314304222234,0.00163271000935852,0.00379257309001261,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_062,R21C_038,0.00819270301843926,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00234068769227135,192,72,0.00819270301843926,0.00403061199380826,0.0338301944171849,0.00234068769229181,0.0020804672311478,0.00413706309325703,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_063,R21C_026,0.0161904632860703,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0118478628057943,178,155,0.0161904632860703,0.0136841189783816,0.0409650843167778,0.0118478628057934,0.0080690451079963,0.0428039197124996,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_064,R21C_086,0.00927012878656608,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00208186494363933,64,71,0.00927012878656607,0.00762581174096339,0.01222244459786,0.00208186494362982,0.00135365348556983,0.0064059313275056,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_065,R21C_043,0.00311212288144443,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.00172360268743526,2,3,0.0146492922145546,0.0103064378250454,0.0200783111726415,0.00172360268743424,0.000841102359438323,0.00367583616977906,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
R21C_066,R21C_009,0.0037911447128821,0,1e-10,NaN,full_profile_for_same_theta_nearest_pair,0.0017344787971387,47,172,0.00722863922199164,0.00230392639335368,0.0969301941704181,0.0017344787971389,0.00142670581111865,0.0144288931412033,0,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1
