frequency_hz,X_real,X_imag,H_true_real,H_true_imag,H_true_mag_db,H_true_phase_unwrapped_deg,Y_real,Y_imag,H_hat_real,H_hat_imag,H_hat_mag_db,H_hat_phase_unwrapped_deg
2000000,0.70710678118654735,-0.70710678118654768,-0.42794544769480258,0.031472151606916188,-7.3488062989093876,175.79390065719869,-0.28034895622312622,0.32485729986268946,-0.42794544769480253,0.031472151606916202,-7.3488062989093885,175.79390065719869
2015625,0.70710678118654757,0.70710678118654746,-0.43298185459095889,0.05559034211861523,-7.1996011396013255,172.68384542412863,-0.3454727133925477,-0.26685609763144169,-0.43298185459095884,0.055590342118615237,-7.1996011396013273,172.68384542412863
2031250,-0.70710678118654746,0.70710678118654757,-0.43582784606369634,0.08049280494932641,-7.0680323143261319,169.53598722525123,0.25125981716517165,-0.36509383359796127,-0.43582784606369634,0.080492804949326396,-7.0680323143261319,169.53598722525123
2046875,-0.70710678118654768,-0.70710678118654746,-0.43636501062908367,0.1058597976682855,-6.9546484028441222,166.3637862192306,0.38341083887464555,0.23370247730208435,-0.43636501062908367,0.1058597976682855,-6.9546484028441222,166.3637862192306
2062500,0.70710678118654735,-0.70710678118654768,-0.4345400066057572,0.13135053394792967,-6.8596841107332818,163.18125116629065,-0.21438733210072308,0.40014503863483303,-0.4345400066057572,0.1313505339479297,-6.8596841107332818,163.18125116629065
2078125,0.70710678118654757,0.70710678118654746,-0.43036844819824505,0.156619859652183,-6.7830469426959912,160.00252111175979,-0.41506341295825444,-0.19356948330116647,-0.43036844819824499,0.15661985965218303,-6.7830469426959912,160.00252111175979
2093750,-0.70710678118654746,0.70710678118654757,-0.4239337100726347,0.18133542154694912,-6.7243198906653188,156.84143657220602,0.1715428949207628,-0.42798990741110066,-0.42393371007263464,0.18133542154694912,-6.7243198906653205,156.84143657220602
2109375,-0.70710678118654768,-0.70710678118654746,-0.41538080030940261,0.20519357356605161,-6.6827798558078317,153.71113165645318,0.43881234799792956,0.14862481334901789,-0.41538080030940255,0.20519357356605156,-6.6827798558078344,153.71113165645318
2125000,0.70710678118654735,-0.70710678118654768,-0.4049061054948363,0.22793247877635447,-6.6574299432936161,150.62367572950197,-0.12513925154381517,0.44748445433465345,-0.4049061054948363,0.22793247877635447,-6.6574299432936161,150.62367572950197
2140625,0.70710678118654757,0.70710678118654746,-0.39274429901104413,0.24934132605082238,-6.6470425023849256,147.58978676598227,-0.45402309958364884,-0.10140121462248389,-0.39274429901104413,0.24934132605082235,-6.6470425023849264,147.58978676598227
2156250,-0.70710678118654746,0.70710678118654757,-0.37915393775380984,0.26926517654106319,-6.6502090188458247,144.6186297537044,0.077703088229722383,-0.45850155276887972,-0.37915393775380984,0.26926517654106319,-6.6502090188458247,144.6186297537044
2171875,-0.70710678118654768,-0.70710678118654746,-0.36440323699465077,0.28760555309241959,-6.665392770890266,141.71770404747474,0.46103983686380368,0.054304163066688588,-0.36440323699465083,0.28760555309241953,-6.665392770890266,141.71770404747474
2187500,0.70710678118654735,-0.70710678118654768,-0.34875725649278055,0.30431737169641743,-6.6909804835280315,138.89281499517426,-0.031423743894657213,0.4617934982134651,-0.34875725649278055,0.30431737169641743,-6.6909804835280315,138.89281499517426
2203125,0.70710678118654757,0.70710678118654746,-0.33246734225446573,0.31940312023835898,-6.7253299208868516,136.14811858661025,-0.46094202448388732,-0.0092377999785156484,-0.33246734225446573,0.31940312023835898,-6.7253299208868516,136.14811858661025
2218750,-0.70710678118654746,0.70710678118654757,-0.31576324514428239,0.33290530216382402,-6.7668112637160966,133.48622384532143,-0.012121264762004397,-0.45867792854398887,-0.31576324514428239,0.33290530216382402,-6.7668112637160966,133.48622384532143
2234375,-0.70710678118654768,-0.70710678118654746,-0.29884795978423839,0.34489811071604787,-6.8138410586704934,130.90833616675317,0.4551972118129457,-0.032562373998546557,-0.29884795978423834,0.34489811071604781,-6.8138410586704961,130.90833616675317
2250000,0.70710678118654735,-0.70710678118654768,-0.28189504322621195,0.35547913659203201,-6.8649083655218703,128.41442536926343,0.052031811406435508,0.4506916047026942,-0.28189504322621195,0.35547913659203201,-6.8649083655218703,128.41442536926343
2265625,0.70710678118654757,0.70710678118654746,-0.26504799862497014,0.36476169613549797,-6.9185933897379268,126.00340423007886,-0.44534270602215664,0.07050823168687842,-0.26504799862497014,0.36476169613549803,-6.9185933897379259,126.00340423007886
2281250,-0.70710678118654746,0.70710678118654757,-0.24842123554577866,0.37286814687783221,-6.9735793431780282,123.67330606736205,-0.087997254900616134,-0.43931793539093744,-0.24842123554577863,0.37286814687783221,-6.9735793431780291,123.67330606736205
2296875,-0.70710678118654768,-0.70710678118654746,-0.23210212251547846,0.37992436467336232,-7.0286585356954863,121.42145294344282,0.432768079357011,-0.10452610984003971,-0.23210212251547846,0.37992436467336232,-7.0286585356954863,121.42145294344282
2312500,0.70710678118654735,-0.70710678118654768,-0.2161537016438628,0.38605540790352938,-7.0827337989273262,119.24460890245355,0.12013864863137522,0.42582614505327343,-0.21615370164386283,0.38605540790352938,-7.0827337989273262,119.24460890245355
2328125,0.70710678118654757,0.70710678118654746,-0.20061771479645293,0.39138229245997741,-7.1348163233772466,117.13911508069243,-0.41860721959350722,0.13489092647606599,-0.20061771479645296,0.39138229245997741,-7.1348163233772466,117.13911508069243
2343750,-0.70710678118654746,0.70710678118654757,-0.18551767696216845,0.39601974149628594,-7.1840208931290439,115.10100543929526,-0.14884743728584274,-0.41120905210569203,-0.18551767696216848,0.39601974149628594,-7.1840208931290439,115.10100543929528
2359375,-0.70710678118654768,-0.70710678118654746,-0.17086181280642976,0.40007474737387583,-7.2295593647066063,113.12610326306121,0.40371311333081544,-0.16207802036830959,-0.17086181280642976,0.40007474737387583,-7.2295593647066063,113.12610326306121
2375000,0.70710678118654735,-0.70710678118654768,-0.15664574036666268,0.40364578010147478,-7.2707330844938722,111.21009950232532,0.17465540304983246,0.39618593356434123,-0.15664574036666265,0.40364578010147484,-7.2707330844938713,111.21009950232532
2390625,0.70710678118654757,0.70710678118654746,-0.14285483912884453,0.40682248816895511,-7.3069247908335964,109.34861459009606,-0.38868056559677144,0.18665331465013285,-0.14285483912884453,0.40682248816895511,-7.3069247908335964,109.34861459009606
2406250,-0.70710678118654746,0.70710678118654757,-0.1294662787419906,0.40968575711971544,-7.3375904131902097,107.5372456337446,-0.19814509338144642,-0.38123806064834498,-0.12946627874199057,0.40968575711971544,-7.3375904131902097,107.53724563374459
2421875,-0.70710678118654768,-0.70710678118654746,-0.11645071126531339,0.41230801356979907,-7.3622510667894332,105.77160094178068,0.37388887994245978,-0.2092027047230603,-0.11645071126531341,0.41230801356979918,-7.3622510667894314,105.77160094178068
2437500,0.70710678118654735,-0.70710678118654768,-0.10377364654806585,0.41475368447863781,-7.3804854483277964,104.04732377078541,0.2198960936343573,0.3666541919995438,-0.10377364654806585,0.41475368447863781,-7.3804854483277964,104.04732377078541
2453125,0.70710678118654757,0.70710678118654746,-0.091396539570335236,0.4170797414728209,-7.3919227657170445,102.36010701939144,-0.35954702639813241,0.23029280058379514,-0.091396539570335208,0.4170797414728209,-7.3919227657170445,102.36010701939144
2468750,-0.70710678118654746,0.70710678118654757,-0.079277622493531999,0.41933627705232934,-7.3962362801700703,100.70570039506262,-0.24045778063969928,-0.35257326956274654,-0.079277622493531999,0.41933627705232929,-7.3962362801700712,100.70570039506265
2484375,-0.70710678118654768,-0.70710678118654746,-0.067372514548682177,0.42156707332883492,-7.3931374995190291,99.079911362976944,0.34573249817874818,-0.25045337437282328,-0.067372514548682191,0.42156707332883497,-7.3931374995190291,99.079911362976944
