scenario,feature,direction,termination_type,Zs_ohm,Zr_ohm,view_count,strict_accuracy,effective_group_accuracy,base_group_accuracy,numeric_tie_rate,distance_gap,group_intra_distance,group_inter_distance,intra_inter_ratio,base_structural_group_count,effective_structural_group_count,d_intra_ge_inter
C1_forward_symmetric,amplitude,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0037220771608799659,0,0.0053022831954368582,0,1,1,0
C1_forward_symmetric,amplitude_raw_db,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,3.1173582738488137,0,4.1765711846296831,0,1,1,0
C1_forward_symmetric,amplitude_db_standardized,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.37042195621115043,0,0.49835921971142083,0,1,1,0
C1_forward_symmetric,phase,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11722247502814009,0,0.16725956166770176,0,1,1,0
C1_forward_symmetric,phase_masked,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11704431262532611,0,0.16708139926488777,0,1,1,0
C1_forward_symmetric,phase_weighted,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.10131543801082409,0,0.14963634585910257,0,1,1,0
C1_forward_symmetric,complex,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0060489192357888908,0,0.0089728377629916898,0,1,1,0
C1_forward_symmetric,cir,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0040021001899383209,0,0.0059366300517106237,0,1,1,0
C1_forward_symmetric,amp_phase_joint,TX_to_RX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0829725566229043,0,0.11840314651656836,0,1,1,0
C1_reverse_symmetric,amplitude,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0037220771608799659,0,0.0053022831954368582,0,1,1,0
C1_reverse_symmetric,amplitude_raw_db,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,3.1173582738488137,0,4.1765711846296831,0,1,1,0
C1_reverse_symmetric,amplitude_db_standardized,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.37042195621115043,0,0.49835921971142083,0,1,1,0
C1_reverse_symmetric,phase,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11722247502814009,0,0.16725956166770173,0,1,1,0
C1_reverse_symmetric,phase_masked,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11704431262532611,0,0.16708139926488777,0,1,1,0
C1_reverse_symmetric,phase_weighted,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.10131543801082409,0,0.14963634585910254,0,1,1,0
C1_reverse_symmetric,complex,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0060489192357888908,0,0.0089728377629916898,0,1,1,0
C1_reverse_symmetric,cir,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0040021001899383209,0,0.0059366300517106237,0,1,1,0
C1_reverse_symmetric,amp_phase_joint,RX_to_TX,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0829725566229043,0,0.11840314651656836,0,1,1,0
C1_bidirectional_symmetric,amplitude,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0037220771608799659,0,0.0053022831954368582,0,1,1,0
C1_bidirectional_symmetric,amplitude_raw_db,both,symmetric,50,50,6,1,1,1,0.33333333333333331,3.1173582738488137,0,4.1765711846296831,0,1,1,0
C1_bidirectional_symmetric,amplitude_db_standardized,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.37042195621115043,0,0.49835921971142083,0,1,1,0
C1_bidirectional_symmetric,phase,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11722247502814009,0,0.16725956166770176,0,1,1,0
C1_bidirectional_symmetric,phase_masked,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.11704431262532612,0,0.16708139926488777,0,1,1,0
C1_bidirectional_symmetric,phase_weighted,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.1013154380108241,0,0.14963634585910257,0,1,1,0
C1_bidirectional_symmetric,complex,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0060489192357888908,0,0.0089728377629916898,0,1,1,0
C1_bidirectional_symmetric,cir,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.0040021001899383226,0,0.0059366300517106237,0,1,1,0
C1_bidirectional_symmetric,amp_phase_joint,both,symmetric,50,50,6,1,1,1,0.33333333333333331,0.082972556622904314,0,0.11840314651656837,0,1,1,0
C2_forward_asymmetric,amplitude,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.0037552515841607556,0,0.0037552515841607556,0,1,0,0
C2_forward_asymmetric,amplitude_raw_db,TX_to_RX,asymmetric,50,75,6,1,1,1,0,3.1332694986928491,0,3.1332694986928491,0,1,0,0
C2_forward_asymmetric,amplitude_db_standardized,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.39176731471712273,0,0.39176731471712273,0,1,0,0
C2_forward_asymmetric,phase,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.11844735045775366,0,0.11844735045775366,0,1,0,0
C2_forward_asymmetric,phase_masked,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.11849590075041604,0,0.11849590075041604,0,1,0,0
C2_forward_asymmetric,phase_weighted,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.1033839276464663,0,0.1033839276464663,0,1,0,0
C2_forward_asymmetric,complex,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.0061150812745469343,0,0.0061150812745469343,0,1,0,0
C2_forward_asymmetric,cir,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.0040458744738324842,0,0.0040458744738324842,0,1,0,0
C2_forward_asymmetric,amp_phase_joint,TX_to_RX,asymmetric,50,75,6,1,1,1,0,0.083834965028465228,0,0.083834965028465228,0,1,0,0
C2_bidirectional_asymmetric,amplitude,both,asymmetric,50,75,6,1,1,1,0,0.003771008477777131,0,0.003771008477777131,0,1,0,0
C2_bidirectional_asymmetric,amplitude_raw_db,both,asymmetric,50,75,6,1,1,1,0,3.1510023093249457,0,3.1510023093249457,0,1,0,0
C2_bidirectional_asymmetric,amplitude_db_standardized,both,asymmetric,50,75,6,1,1,1,0,0.39176731471712273,0,0.39176731471712273,0,1,0,0
C2_bidirectional_asymmetric,phase,both,asymmetric,50,75,6,1,1,1,0,0.11930076653016468,0,0.11930076653016468,0,1,0,0
C2_bidirectional_asymmetric,phase_masked,both,asymmetric,50,75,6,1,1,1,0,0.11934931682282705,0,0.11934931682282705,0,1,0,0
C2_bidirectional_asymmetric,phase_weighted,both,asymmetric,50,75,6,1,1,1,0,0.10425866279094764,0,0.10425866279094764,0,1,0,0
C2_bidirectional_asymmetric,complex,both,asymmetric,50,75,6,1,1,1,0,0.0061399382193972896,0,0.0061399382193972896,0,1,0,0
C2_bidirectional_asymmetric,cir,both,asymmetric,50,75,6,1,1,1,0,0.0040623203842222793,0,0.0040623203842222793,0,1,0,0
C2_bidirectional_asymmetric,amp_phase_joint,both,asymmetric,50,75,6,1,1,1,0,0.084438009720643581,0,0.084438009720643581,0,1,0,0
C3_endpoint_plus_node40,amplitude,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.0040378251687689321,0,0.0040378251687689321,0,1,0,0
C3_endpoint_plus_node40,amplitude_raw_db,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,3.1786446189163535,0,3.1786446189163535,0,1,0,0
C3_endpoint_plus_node40,amplitude_db_standardized,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.40932520014050922,0,0.40932520014050922,0,1,0,0
C3_endpoint_plus_node40,phase,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.1337006273849918,0,0.1337006273849918,0,1,0,0
C3_endpoint_plus_node40,phase_masked,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.13344866769862732,0,0.13344866769862732,0,1,0,0
C3_endpoint_plus_node40,phase_weighted,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.1191602309725107,0,0.1191602309725107,0,1,0,0
C3_endpoint_plus_node40,complex,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.006479354832549568,0,0.006479354832549568,0,1,0,0
C3_endpoint_plus_node40,cir,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.0042868860031394567,0,0.0042868860031394567,0,1,0,0
C3_endpoint_plus_node40,amp_phase_joint,TX_to_RX_plus_node40,symmetric,50,50,6,1,1,1,0,0.094632073959634452,0,0.094632073959634452,0,1,0,0
