sample_id,split,grid_id,scenario_id,category,truth_topology_id,truth_canonical_key,coverage_status,truth_covered,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,truth_is_observationally_nonunique,prior_conditioned_equivalence_class,prior_conditioned_equivalence_class_size,prior_collapsed_equivalence,truth_main_length_scale,truth_branch_length_scale,truth_branch_load_scale,truth_source_impedance_ohm,truth_receiver_impedance_ohm,outlier_dimension,outlier_direction,source_tag,config_hash
test_G001_01,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,1.02565651702914,0.985370073159119,1.08121806517202,48.9649426034009,52.1304152983633,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_02,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,1.00656750389625,0.980990009784433,0.956324468281468,47.23171057376,47.3925700943056,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_03,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,1.02633106724072,0.957505798812769,1.01403523346959,54.7528356049613,48.472741282143,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_04,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,0.962097211626741,1.02302049030197,1.1119266516794,52.1347581175356,51.4825666610053,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_05,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,0.950998459529577,1.034474374149,0.903449271747179,53.8436104959444,49.8710637949681,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_06,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,0.955270854443011,1.01156190658394,0.94357812073068,45.1790683154809,54.1656460212063,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_07,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,0.983459635560937,1.00340710470754,0.951121519463075,49.2039462546944,54.8826722436506,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_08,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,0.981324678203093,0.968992677995604,1.08660450231966,47.739537870825,54.0338541881473,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_09,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,1.00801400907721,1.0015975559581,1.1607413514317,51.921930412646,52.4319076507659,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
test_G001_10,test,A_stage4a1_quick61,P0_no_prior,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",covered,1,"{G001}",1,0,"{G001}",1,0,1.02943614693969,0.987327899727319,1.05612039803405,52.8323174541177,51.55534124737,,,synthetic_demo_prior_not_field_data,321f37abfeef8f12eb979540d7a40a688e26374a36b2c4266123d0d84745c16a
