sample_id,split,category,truth_topology_id,canonical_key,truth_main_length_scale,truth_branch_length_scale,truth_branch_load_scale,truth_source_impedance_ohm,truth_receiver_impedance_ohm,outlier_dimension,outlier_direction,source_tag,calibration_seed,test_seed
cal_G001_01,calibration,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",0.987031376642101,0.972406819134741,1.00342293513924,50.2363047121719,51.1338247969136,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G002_01,calibration,in_library_continuous,G002,"TX=TX|RX=RX|P=4|1:0,2:0,3:1",0.993951066119916,1.0128080397256,1.11253869437737,46.590327091251,53.8300767794511,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G003_01,calibration,in_library_continuous,G003,"TX=TX|RX=RX|P=4|1:0,2:1,3:0",1.00057223934514,1.04641632068019,1.07753580201672,49.6837384476476,50.3218161049046,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G004_01,calibration,in_library_continuous,G004,"TX=TX|RX=RX|P=4|1:0,2:1,3:1",0.987611167900502,0.994393522611929,1.0886529757435,48.9401324430798,49.149810403534,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G005_01,calibration,in_library_continuous,G005,"TX=TX|RX=RX|P=4|1:1,2:0,3:0",0.951290858224857,1.04154529938393,1.1393407794856,45.8152165133328,53.9686677512256,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G006_01,calibration,in_library_continuous,G006,"TX=TX|RX=RX|P=4|1:1,2:0,3:1",1.01038855555022,0.99202394721801,0.917668852304237,46.694606947846,53.7170541491221,,,synthetic_demo_prior_not_field_data,20261101,20261102
cal_G007_01,calibration,in_library_continuous,G007,"TX=TX|RX=RX|P=4|1:1,2:1,3:0",1.00717151005784,1.03426779973952,0.971673420524777,46.4315172530108,51.2389543689573,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G001_01,test,in_library_continuous,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",1.02565651702914,0.985370073159119,1.08121806517202,48.9649426034009,52.1304152983633,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G002_01,test,in_library_continuous,G002,"TX=TX|RX=RX|P=4|1:0,2:0,3:1",1.00656750389625,0.980990009784433,0.956324468281468,47.23171057376,47.3925700943056,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G003_01,test,in_library_continuous,G003,"TX=TX|RX=RX|P=4|1:0,2:1,3:0",1.02633106724072,0.957505798812769,1.01403523346959,54.7528356049613,48.472741282143,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G004_01,test,in_library_continuous,G004,"TX=TX|RX=RX|P=4|1:0,2:1,3:1",0.962097211626741,1.02302049030197,1.1119266516794,52.1347581175356,51.4825666610053,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G005_01,test,in_library_continuous,G005,"TX=TX|RX=RX|P=4|1:1,2:0,3:0",0.950998459529577,1.034474374149,0.903449271747179,53.8436104959444,49.8710637949681,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G006_01,test,in_library_continuous,G006,"TX=TX|RX=RX|P=4|1:1,2:0,3:1",0.955270854443011,1.01156190658394,0.94357812073068,45.1790683154809,54.1656460212063,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_G007_01,test,in_library_continuous,G007,"TX=TX|RX=RX|P=4|1:1,2:1,3:0",0.983459635560937,1.00340710470754,0.951121519463075,49.2039462546944,54.8826722436506,,,synthetic_demo_prior_not_field_data,20261101,20261102
test_structure_out_01,test,structure_out,G003,"TX=TX|RX=RX|P=4|1:0,2:0,3:2",0.981324678203093,0.968992677995604,1.08660450231966,47.739537870825,54.0338541881473,structure_key_01,legal_one_level_tree_outside_P0,synthetic_demo_prior_not_field_data,20261101,20261102
test_structure_out_02,test,structure_out,G006,"TX=TX|RX=RX|P=4|1:0,2:2,3:0",1.00801400907721,1.0015975559581,1.1607413514317,51.921930412646,52.4319076507659,structure_key_02,legal_one_level_tree_outside_P0,synthetic_demo_prior_not_field_data,20261101,20261102
test_parameter_out_01,test,parameter_out,G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",1.122,0.987327899727319,1.05612039803405,52.8323174541177,51.55534124737,main_length_scale,above_max,synthetic_demo_prior_not_field_data,20261101,20261102
test_parameter_out_02,test,parameter_out,G002,"TX=TX|RX=RX|P=4|1:0,2:0,3:1",1.04652221664045,0.876,0.901862709845006,45.0180646271074,50.4689188386786,branch_length_scale,below_min,synthetic_demo_prior_not_field_data,20261101,20261102
