topology_id,view_name,frequency_hz,response_real,response_imag,unit
G003,H_term_12.5,2000000,-0.0452355273670392,0.107707383824912,normalized_complex_CFR
G003,H_term_12.5,2466666.66666667,0.00906806165757938,0.0634165532992275,normalized_complex_CFR
G003,H_term_12.5,2933333.33333333,0.0510216535079778,0.0734218925592509,normalized_complex_CFR
G003,H_term_12.5,3400000,0.119939936532511,-0.07543412708402,normalized_complex_CFR
G003,H_term_12.5,3866666.66666667,0.00975722891638752,-0.087603519031546,normalized_complex_CFR
G003,H_term_12.5,4333333.33333333,-0.0643879253804686,-0.10999564186079,normalized_complex_CFR
G003,H_term_12.5,4800000,-0.0924592664687005,0.0934044511592548,normalized_complex_CFR
G003,H_term_12.5,5266666.66666667,-0.0088380143159619,0.0699612079349001,normalized_complex_CFR
G003,H_term_12.5,5733333.33333333,0.0245231488486089,0.0812017847686949,normalized_complex_CFR
G003,H_term_12.5,6200000,0.210901331229523,-0.00891531358025829,normalized_complex_CFR
G003,H_term_12.5,6666666.66666667,-0.0147115971812482,-0.110090432517496,normalized_complex_CFR
G003,H_term_12.5,7133333.33333333,-0.0661439687546205,-0.0263706207504626,normalized_complex_CFR
G003,H_term_12.5,7600000,-0.037801810613748,0.0110325906425438,normalized_complex_CFR
G003,H_term_12.5,8066666.66666667,-0.0348838592859522,0.0274191271037019,normalized_complex_CFR
G003,H_term_12.5,8533333.33333333,0.00998893479697557,0.0345751502029251,normalized_complex_CFR
G003,H_term_12.5,9000000,0.015561020752159,0.0244954341179867,normalized_complex_CFR
G003,H_term_12.5,9466666.66666667,0.0377000336490204,0.0274065632189554,normalized_complex_CFR
G003,H_term_12.5,9933333.33333333,0.079494490716694,-0.0523856591369702,normalized_complex_CFR
G003,H_term_12.5,10400000,-0.0137272904443785,-0.0832345118346233,normalized_complex_CFR
G003,H_term_12.5,10866666.6666667,-0.103497548576364,-0.0459291408453968,normalized_complex_CFR
G003,H_term_12.5,11333333.3333333,-0.0575230879406414,0.0765460272360458,normalized_complex_CFR
G003,H_term_12.5,11800000,0.00486968319248661,0.0829513386221,normalized_complex_CFR
G003,H_term_12.5,12266666.6666667,0.114586655138256,0.0759302497533249,normalized_complex_CFR
G003,H_term_12.5,12733333.3333333,0.056056894279278,-0.0951580576171205,normalized_complex_CFR
G003,H_term_12.5,13200000,-0.0186490187181238,-0.0802277418357916,normalized_complex_CFR
G003,H_term_12.5,13666666.6666667,-0.0936335360351647,-0.0362039773592898,normalized_complex_CFR
G003,H_term_12.5,14133333.3333333,-0.0529561532109673,0.0625005605768434,normalized_complex_CFR
G003,H_term_12.5,14600000,0.0178714382315431,0.0721303088699125,normalized_complex_CFR
G003,H_term_12.5,15066666.6666667,0.0524069556233622,-0.000292830884469027,normalized_complex_CFR
G003,H_term_12.5,15533333.3333333,0.0211347921009425,-0.014958158516365,normalized_complex_CFR
G003,H_term_12.5,16000000,0.0156058065094908,-0.0164284004666526,normalized_complex_CFR
G003,H_term_12.5,16466666.6666667,0.00701879992298524,-0.0379037993730883,normalized_complex_CFR
G003,H_term_12.5,16933333.3333333,-0.029408539122063,-0.0291724120775373,normalized_complex_CFR
G003,H_term_12.5,17400000,-0.0542630387267612,-0.00209861549719561,normalized_complex_CFR
G003,H_term_12.5,17866666.6666667,-0.0393786316131145,0.06133294544558,normalized_complex_CFR
G003,H_term_12.5,18333333.3333333,0.0451047404564973,0.0861720893671554,normalized_complex_CFR
G003,H_term_12.5,18800000,0.0910020012808786,-0.044093849832938,normalized_complex_CFR
G003,H_term_12.5,19266666.6666667,0.012097823787213,-0.0631099012532889,normalized_complex_CFR
G003,H_term_12.5,19733333.3333333,-0.0307811314389205,-0.0599781711846993,normalized_complex_CFR
G003,H_term_12.5,20200000,-0.0925366784905054,0.00273530835096182,normalized_complex_CFR
G003,H_term_12.5,20666666.6666667,-0.0249409574180409,0.0685544823246809,normalized_complex_CFR
G003,H_term_12.5,21133333.3333333,0.0348636967989079,0.0610814105311195,normalized_complex_CFR
G003,H_term_12.5,21600000,0.0678880586204079,-0.00987135668549868,normalized_complex_CFR
G003,H_term_12.5,22066666.6666667,0.0231834926014034,-0.041405829188346,normalized_complex_CFR
G003,H_term_12.5,22533333.3333333,-0.00737102792655573,-0.045885310915228,normalized_complex_CFR
G003,H_term_12.5,23000000,-0.0538480345708613,-0.0170312496507963,normalized_complex_CFR
